<<<<<<< HEAD
<<<<<<< HEAD
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"10","5"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","6"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
"9","5"
